comune,provincia,nome_museo,sito_web,statale_non_statale,omr,sistema_museale_territoriale,sistema_museale_urbano,sistema_museale_tematico,casa_museo,indirizzo,localita,ubicazione,cap,telefno,fax,email,latitudine,longitudine
58091,58,MUSEO DELLE CERE,www.museodellecereroma.com,Non MIBACT,OMR,,,,,PIAZZA SANTI APOSTOLI; 68A,,-,187.0,66796482,66796482,museodellecere.roma@lice.it,41.8976424,12.4832809
58091,58,CASA MUSEO GIORGIO DE CHIRICO,www.fondazionedechirico.org,Non MIBACT,OMR,,,,x,PIAZZA DI SPAGNA; 31,palazzetto dei Borgononi,PALAZZETTO DEI BORGOGNONI,187.0,66796546,66796546,museum@fondazionedechirico.org,,
58091,58,GALLERIA DORIA PAMPHILJ,www.dopart.it,Non MIBACT,,,,,,VIA DEL CORSO; 305,Rione Monti,Palazzo Doria Pamphilj,186.0,66797323,66780939,arti.rm@doriapamphilj.it,41.8978584,12.480718
58091,58,MUSEO TEATRALE SIAE DEL BURCARDO,-,Non MIBACT,,,,,,VIA DEL SUDARIO; 44,-,-,186.0,66819471,668194727,biblioteca.burcardo@siae.it,41.8959814,12.4753839
58091,58,COMPLESSO MONUMENTALE S. SPIRITO IN SAXIA,www.regione.lazio.it/biblioteche/lancisianaroma/,Non MIBACT,,,,,,BORGO S. SPIRITO; 3,-,-,193.0,668352449,668352470,lancisiana@asl-rme.it,41.9014422,12.4614773
58091,58,MUSEO LABORATORIO DELLA MENTE,www.museodellamente.it,Non MIBACT,OMR,,,,,PIAZZA S. MARIA DELLA PIETÀ 5,padiglione 6,Pad. 6 Ex ospedale pschiatrico Santa Maria della Pietà,135.0,668352927,668352923,info@museodellamente.it,41.9407108,12.4191006
58091,58,MUSEO EBRAICO DI ROMA,www.museoebraico.roma.it,Non MIBACT,OMR,,,,,LARGO XVI OTTOBRE,Sinagoga,C/O SINAGOGA,186.0,668400661,668400639,info@museoebraico.roma.it,41.8709925,12.4852653
58091,58,MUSEO DONAZIONE UMBERTO MASTROIANNI,-,Non MIBACT,,,,,,PIAZZA SAN SALVATORE IN LAURO; 15,-,Musei di San Salvatore in Lauro,186.0,66865493,66892109,redazione@ilcigno.org,41.9008464,12.4693138
58091,58,MUSEO DI SCULTURA ANTICA  GIOVANNI BARRACCO,www.museobarracco.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,CORSO VITTORIO EMANUELE II; 166A,Farnesina ai Bauellari,Palazzo storico,186.0,668806848,668806848,info.museobarracco@comune.roma.it,41.8968041,12.4727295
58091,58,MUSEO NAPOLEONICO,www.museonapoleonico.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,PIAZZA DI PONTE UMBERTO I; 1,-,PALAZZO PRIMOLI,186.0,06-68806286,-,napoleonico@comune.roma.it,41.9019584,12.4717436
58091,58,MUSEO CRIMINOLOGICO,www.museocriminologico.it,Non MIBACT,,,,,,VIA DEL GONFALONE; 29,-,-,186.0,668899442,668215347,museo.criminologico@giustizia.it,41.8976625,12.4665443
58091,58,MUSEO STORICO NAZIONALE DELL'ARTE SANITARIA,-,Non MIBACT,,,,,,LUNGOTEVERE IN SASSIA; 3,-,-,193.0,66893051,66833485,segreteria.asas@gmail.com,41.9009986,12.4629591
58091,58,MUSEO STORICO DELLA LIBERAZIONE,-,Non MIBACT,,,,,,VIA TASSO; 145,-,-,185.0,67003866,677203514,info@museoliberazione.it,41.8887314,12.5064387
58091,58,CASE ROMANE DEL CELIO,www.caseromane.it,Non MIBACT,,,,,,CLIVO DI SCAURO,-,SOTTOSTANTI LA BASILICA DEI SS. GIOVANNI E PAOLO,184.0,06-70454544,06-77201975,info@caseromane.it,41.8864735,12.4906301
58091,58,MUSEO CARLO BILOTTI ARANCIERA DI VILLA BORGHESE,www.museocarlobilotti.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,VIALE FIORELLO LA GUARDIA,-,Aranciera di Villa Borghese,197.0,685357446,68845630,museo.bilotti@comune.roma.it,41.9133378,12.4827497
58091,58,MUSEO 'PIETRO CANONICA',www.museocanonica.it,Non MIBACT,OMR,,Sistema Musei in Comune,,x,VIALE PIETRO CANONICA; 2,-,La Fortezzuola di Villa Borghese,197.0,68842279,685301384,biancamaria.santese@comune.roma.it,,
58091,58,MUSEO DELL'ORDINE DEI CHIERICI REGOLARI MINISTRI DEGLI INFERMI CAMILLIANI,www.camilliani.org,Non MIBACT,,,,,,PIAZZA DELLA MADDALENA; 53,-,-,186.0,6899281,689928133,agmi@camilliani.org  e.martinez@tiscali.it,41.9001131,12.4766854
58091,58,MUSEO DELLA STRUMENTAZIONE E INFORMAZIONE CRISTALLOGRAFICA,www.cnr.it/sitocnr/iservizi/museidelcnr/cristallografica/informazionecristallografica.html,Non MIBACT,,,,,,VIA SALARIA; KM 29;3,AREA RICERCA CNR RM1,C/O ISTITUTO DI CRISTALLOGRAFIA DEL CNR (Sede di Roma),16.0,690672634,690672630,fausto.daprile@ic.cnr.it,41.9027835,12.4963655
58091,58,GALLERIA DELL'ACCADEMIA NAZIONALE DI SAN LUCA,www.accademiasanluca.it,Non MIBACT,,,,,,PIAZZA DELL'ACCADEMIA DI SAN LUCA 77; 00187 ROMA,-,-,187.0,66798850,669924362,archivio@accademiasanluca.it,41.901669,12.4836149
58091,58,ISTITUTO STORICO E DI CULTURA DELL'ARMA DEL GENIO,-,Non MIBACT,,,,,,LUNGOTEVERE DELLA VITTORIA; 31,-,-,195.0,63725446,63725446,istituto_genio@esercito.difesa.it,41.9231151,12.4607131
58091,58,MUSEO STORICO GRANATIERI DI SARDEGNA,-,Non MIBACT,,,,,,PIAZZA SANTA CROCE IN GERUSALEMME  7,-,Palazzina,185.0,67028287,-,museostoricogranatieri@gmail.com,41.8888768,12.5143267
58091,58,MUSEO STORICO DELLA FANTERIA,-,Non MIBACT,,,,,,PIAZZA S. CROCE IN GERUSALEMME; 9,-,-,185.0,67027971,67027971,urp@persomil.difesa.it  museo_fanteria@esercito.difesa.it,41.8889134,12.5141899
58091,58,MUSEO STORICO DELLA MOTORIZZAZIONE MILITARE DELL'ESERCITO,www.comlogpro.esercito.difesa.it,Non MIBACT,,,,,,VIALE DELL'ESERCITO; 170,CECCHIGNOLA,CASERMA 'ARPAIA',143.0,06 50237374,06 50237374,museo@comlogpro.esercito.difesa.it,41.80589,12.49709
58091,58,MUSEO STORICO DELLA COMUNICAZIONE,www.sviluppoeconomico.gov.it/museo,Non MIBACT,,,,,,VIALE EUROPA 190,-,Eur -  Ministero dello Sviluppo Economico,144.0,06 54443000,06 54221673,museo.comunicazioni@sviluppoeconomico.gov.it,41.83129,12.46763
58091,58,MUSEO STORICO DELL'ARMA DEI CARABINIERI,www.carabinieri.it,Non MIBACT,,,,,,PIAZZA RISORGIMENTO N. 46,-,-,192.0,66896696,66896696,cgmuseodir@carabinieri.it,41.9062671,12.4590339
58091,58,museo civico DI ZOOLOGIA,www.museodizoologia.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,via Ulisse Aldrovandi; 18,-,-,197.0,667109270,632650186,info.museodizoologia@roma.it,41.9192735,12.4887006
58091,58,Museo della civiltà romana,www.museociviltaromana.org,Non MIBACT,OMR,,Sistema Musei in Comune,,,piazza Giovanni Agnelli; 10,-,Palazzo storico,144.0,65926041,65926135,info.museociviltaromana@comune.roma.it,41.8314,12.47772
58091,58,MUSEO DELL'ARTE CLASSICA (GIPSOTECA),-,Non MIBACT,,,,,,piazzale Aldo Moro; 5,-,EDIFICIO EX FACOLTA' LETTERE; UNIVERSITA' DI ROMA 'LA SAPIENZA',185.0,649913960,649913955,mariagrazia.picozzi@uniroma1.it,41.9033594,12.515426
58091,58,MUSEO DELLE MURA DI ROMA,www.museiincomune.it,Non MIBACT,,,Sistema Musei in Comune,,,via di Porta San Sebastiano; 18,-,Porta S. Sebastiano,179.0,670475284,670475284,museomura@zetema.it,41.8752641,12.5006711
58091,58,MUSEO STORICO DIDATTICO DI GIOCHI E GIOCATTOLI DEL '900 'LA MEMORIA GIOCOSA',-,Non MIBACT,,,,,,via Vincenzo Coranelli; 26/a,Quartiere Pigneto,-,176.0,621700782,621700782,memoriagiocosa@libero.it,41.8851401,12.5336038
58091,58,GALLERIA D'ARTE MODERNA DI ROMA CAPITALE,www.galleriaartemodernaroma.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,via Francesco Crispi; 24,Roma,c/o ex Convento Carmelitane Scalze (sec. XVIII),187.0,06-4742848,06-4742912,info@galleriaartemodernaroma.it,41.9038437,12.4857798
58091,58,MAXXI - MUSEO NAZIONALE DELLE ARTI DEL XXI SECOLO,www.fondazionemaxxi.it,Non MIBACT,,,,,,via Guido Reni; 4/a,Roma,-,196.0,063225178  32101838,632101839,segreteria@fondazionemaxxi.it,41.9284846,12.4664813
58091,58,MUSEO DEI FORI IMPERIALI NEI MERCATI DI TRAIANO,www.mercatiditraiano.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,via IV novembre; 94,-,Palazzo storico e complesso archeologico,187.0,669941020,669780532,info@mercatiditraiano.it,41.8961298,12.4856019
58091,58,Istituto Nazionale per la Grafica,www.grafica.beniculturali.it,MIBACT,,,,,,Via della Stamperia; 6,-,Fontana di Trevi,187.0,669980238,669921474,in-g.ufficiostampa@beniculturali.it,41.90154,12.48349
58091,58,Anfiteatro Flavio (Colosseo),htpp//:archeoroma.beniculturali.it,MIBACT,,,,,,Piazza del Colosseo,-,-,184.0,677400920,677400930,ssba-rm.colosseo@beniculturali.it,41.8899875,12.4940126
58091,58,Galleria Nazionale d'Arte Antica in Palazzo Barberini,http://galleriabarberini.it,MIBACT,,,,,,Via Quattro Fontane; 13,-,Palazzo Barberini,184.0,64824184,64880560,spsae-rm.gnaa@beniculturali.it,41.9027991,12.489445
58091,58,Galleria Nazionale d'Arte Moderna e Contemporanea,www.gnam.beniculturali.it,MIBACT,,,,,,Via delle Belle Arti; 131,-,-,196.0,63221015,63221579,s-gnam@beniculturali.it,,
58091,58,Galleria Spada,-,MIBACT,,,,,x,Piazza Capo di Ferro; 13,-,Palazzo Spada,186.0,66861158,66861158,-,41.894527,12.4720778
58091,58,Museo Nazionale delle Arti e Tradizioni Popolari,www.idea.mat.beniculturali.it,MIBACT,,,,,,Piazza Marconi; 8/10,-,-,144.0,65926148,65911848,ic-d@beniculturali.it,41.8344805,12.4701382
58091,58,Galleria Borghese,http://galleriaborghese.beniculturali.it,MIBACT,,,,,,Piazzale Scipione Borghese; 5,-,Palazzo,197.0,68413979,68840756,sspsae-rm.borghese@beniculturali.it,41.9143599999999,12.49235
58091,58,Museo Mario Praz,www.museopraz.beniculturali.it,MIBACT,,,,,x,Via Zanardelli; 1,-,-,186.0,06 6861089,06 6861089,museopraz@museopraz.191.it,41.901542,12.4721632
58091,58,"Museo Nazionale d'Arte Orientale ""Giuseppe Tucci""",www.museorientale.beniculturali.it,MIBACT,,,,,,Via Merulana; 248,-,Palazzo Brancaccio,185.0,64697481,646974837,mn-ao@beniculturali.it,41.8945258,12.5004098
58091,58,Museo Nazionale del Palazzo di Venezia,www.museopalazzovenezia.beniculturali.it,MIBACT,,,,,,Via del Plebiscito; 118,Rione Pigna,Palazzo,186.0,669994284,669994394,sspsae-rm.mpv@beniculturali.it,41.89642,12.48103
58091,58,Museo Nazionale Romano - Palazzo Massimo alle Terme,http://archeoroma.beniculturali.it/musei/museo-nazionale-romano-palazzo-massimo,MIBACT,,,,,,Largo di Villa Peretti; 1,-,-,185.0,06 48020,06 4815563,-,41.9016243,12.4979058
58091,58,"Museo Nazionale Preistorico ed Etnografico ""L. Pigorini""",www.pigorini.beniculturali.it,MIBACT,,,,,,Piazza Guglielmo Marconi; 14,EUR,Palazzo delle Scienze,144.0,6549521,654952310,s-mnpe@beniculturali.it,41.8344805,12.4701382
58091,58,Scavi di Ostia Antica e Museo,-,MIBACT,,,,,,Viale dei Romagnoli; 717,Ostia Antica,-,119.0,06 56358099,06 5651500,ssba-rm.osan@beniculturali.it,41.760558,12.3029318
58091,58,Area Archeologica di Veio - Santuario Etrusco dell'Apollo,-,MIBACT,,,,,,Via Riserva Campetti,Località Isola Farnese (Portonaccio),-,123.0,630890116,-,-,42.0210807,12.3888035
58091,58,Terme di Caracalla,www.archeoroma.it,MIBACT,,,,,,Via delle Terme di Caracalla; 52,-,-,153.0,657174520,657174530,ssba-rm.termecaracalla@beniculturali.it,41.8787428,12.4956142
58091,58,Tomba di Cecilia Metella,htpp://www.archeoroma.beniculturali.it,MIBACT,,,,,,Via Appia Antica; 161,-,Tomba di Cecilia Metella nel Castrum Caetani,179.0,67844271,678442730,-,41.8521128,12.5209185
58091,58,Palazzo Altemps,http://archeoroma.beniculturali.it,MIBACT,,,,,,Piazza di Sant'Apollinare; 46,-,-,186.0,6684851,66897091,ssba-rm.palazzoaltemps@beniculturali.it,41.9012439,12.4728648
58091,58,Museo Hendrik Christian Andersen,www.museoandersen.beniculturali.it,MIBACT,,,,,x,Via P. S. Mancini; 18/24,-,-,196.0,63219089,63219089,s-gnam.museoandersen@beniculturali.it,,
58091,58,Crypta Balbi,www.archeoroma.beniculturali.it,MIBACT,,,,,,Via delle Botteghe Oscure; 31,-,-,186.0,66977671,669776728,laura.vendittelli@beniculturali.it,41.8948851,12.4783737
58091,58,Villa dei Quintili,htpp://www.archeoroma.beniculturali.it,MIBACT,,,,,,Via Appia Nuova; 1092,Statuario,Area archeologica estesa tra Via Appia Nuova e Via Appia Antica,178.0,67129121,671291230,SSBA-rm.villadeiquintili@beniculturali.it,41.8315027,12.5548201
58091,58,Foro Romano e Palatino,www.archeoroma.beniculturali.it,MIBACT,,,,,,Largo Romolo e Remo,Roma,-,185.0,6699841,66787689,ssba-rm@beniculturali.it,41.8930999,12.48698
58091,58,Complesso di Capo di Bove,htpp://www.archeoroma.beniculturali.it,MIBACT,,,,,,Via Appia Antica; 222,-,Area archeologica presso villa/casale lungo la Via Appia Antica,178.0,67806686,678358742,-,41.848625,12.5244444
58091,58,Castello di Giulio II,-,MIBACT,,,,,,Piazza della Rocca,Borgo - Ostia Antica,-,119.0,-,-,-,41.8673384,12.6888315
58091,58,Complesso Archeologico di Malborghetto,www.archeoroma.it,MIBACT,,,,,,Via Barlassina; 1,Via Flaminia; Km 19;00,-,188.0,633625595,633616477,-,42.05217,12.48683
58091,58,Museo Boncompagni Ludovisi per le Arti Decorative; Costume e Moda,-,MIBACT,,,,,x,Via Boncompagni; 18,-,-,187.0,06 42824074,06 42824074,s-gnam.museoboncompagni@beniculturali.it,41.90867,12.49464
58091,58,Pantheon,www.sbap-roma.beniculturali.it,MIBACT,,,,,,Piazza della Rotonda; snc,-,-,186.0,06 683002,06 683002,sbap-rm.pantheon@beniculturali.it,42.0339149,13.4299497
58091,58,Villa di Livia,www.archeoroma.it,MIBACT,,,,,,Via della Villa di Livia; 1,Via Flaminia; Km 14;00,-,188.0,633626826,-,-,42.0007794,12.493415
58091,58,Galleria Nazionale d'Arte Antica in Palazzo Corsini,www.galleriacorsini@beniculturali.it,MIBACT,,,,,,Via della Lungara; 10,-,Palazzo Corsini,165.0,668802323,668133192,sspsae-rm.galleriacorsini@beniculturali.it,41.8931988,12.4669658
58091,58,Museo nazionale dell'Alto Medioevo,-,MIBACT,,,,,,Viale Lincoln; 3,-,-,144.0,654228199,06 54228130,ssba-rm.ostia.medioevo@beniculturali.it,41.8326711,12.4722505
58091,58,Museo della Via Ostiense,-,MIBACT,,,,,,Via R. Persichetti; 3,Porta San Paolo,-,154.0,-,-,-,41.8842328,12.3401724
58091,58,Museo Nazionale Etrusco di Villa Giulia,www.villagiulia.beniculturali.it,MIBACT,,,,,,Piazzale di Villa Giulia,-,-,196.0,63226571,63202010,sba-em@beniculturali.it,41.9182926999999,12.4778108
58091,58,Museo Nazionale degli Strumenti Musicali,-,MIBACT,,,,,,Piazza Santa Croce in Gerusalemme; 9/a,-,-,185.0,67014796,67029862,-,41.8888768,12.5143267
58091,58,Museo Nazionale di Castel Sant'Angelo,www.castelsantangelo.beniculturali.it,MIBACT,,,,,,Lungotevere Castello,-,-,193.0,66819111,668191196,sspsae-rm.santangelo@beniculturali.it,41.9030632,12.466276
58091,58,Parco Archeologico delle Tombe della Via Latina,www.archeoroma.beniculturali.it/siti_archeologici/suburbio/tombe_via_latina,MIBACT,,,,,,Via Arco di Travertino; 151,-,-,178.0,67809255,67809255,-,,
58091,58,Museo Nazionale Romano - Terme di Diocleziano,www.archeoroma.beniculturali.it,MIBACT,,,,,,Vie E. De Nicola,Stazione Termini,-,185.0,6477881,64814190,rosanna.friggeri@beniculturali.it,41.9031436,12.5002411
58091,58,Monumento a Vittorio Emanuele II (Vittoriano),www.lazio.beniculturali.it,MIBACT,,,,,,Piazza Venezia,-,-,186.0,66780664,658434787,dr-laz@beniculturali.it,41.8959938,12.482046
58091,58,museo del videogioco VIGAMUS,www.vigamus.com,Non MIBACT,OMR,,,,,via Sabotino 4,,,195.0,06 4547 5940,,,41.9167809,12.4596739
58091,58,Museo di Villa Vecchia in Villa Doria Pamphilj,www.060608.it/it/cultura-e-svago/beni-culturali/musei/museo-di-villa-vecchia-villa-doria-pamphilj.html,Non MIBACT,OMR,,,,,via Aurelia antica 183,,Villa Doria Pamphilj,183.0,06 39376616,06 39380994,,41.889109,12.4450949
58091,58,Museo d'arte sacra di San Giovanni dei Fiorentini,www.sangiovannideifiorentini.net/index.php/museo/,Non MIBACT,OMR,,,,,via degli Acciaioli 2,,Chiesa di San Giovanni dei Fiorentini,186.0,06 6869892,,info@sangiovannideifiorentini.net,41.8997853,12.4642428
58092,58,MUSEO DELLA CIVILTA' CONTADINA VALLE DELL'ANIENE,-,Non MIBACT,OMR,Sistema MEDANIENE,,DEMOS,,PIAZZA S. GIOVANNI; 1,-,CASTELLO BRANCACCIO,27.0,774903143,774903008,rovianomuseo@tiscali.it,42.050936,12.964165
59024,59,MUSEO DEL MARE E DELLA COSTA 'M. ZEI',www.comune.sabaudia.latina.it,Non MIBACT,OMR,,,,,PIAZZA VERBANIA; 1,Sabaudia,-,4016.0,773511340,773514258,museomarecosta@comune.sabaudia.latina.it,41.2989565,13.0297517
59024,59,museo civico EMILIO GRECO,www.comune.sabaudia.latina.it,Non MIBACT,,,,,,PIAZZA DEL COMUNE,Sabaudia,PALAZZO COMUNALE,4016.0,773514258,773518923,ufficiocultura@comune.sabaudia.latina.it,41.3005926,13.025879
58119,58,FERROVIA - MUSEO DELLA STAZIONE DI COLONNA,www.ferroviamuseo-colonna.it,Non MIBACT,OMR,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,,,,VIA CASILINA; 17,San Cesareo,ex stazione di Colonna,30.0,69439290,694730008,stazionecolonna@alice.it,41.8240697,12.8108383
60062,60,MUSEO DELLA CIVILTA' CONTADINA,-,Non MIBACT,,,,,,VIALE TENENTE MAURIZIO SIMONE; SNC,-,EDIFICIO SCUOLA ELEMENTARE,3046.0,776508701,776508918,info@comune.sandonatovaldicomino.fr.it,41.7089031999999,13.8126414
60062,60,MUSEO GEOLOGICO TERRITORIALE,-,Non MIBACT,,,,,,VIA ROMA; 3,-,-,3046.0,776508701,776508918,info@comune.sandonatovaldicomino.fr.it,41.7068269,13.813978
59025,59,MOSTRA PERMANENTE HOMO SAPIENS E HABITAT,www.fondazionemarcellozei.com,Non MIBACT,,,,,,PIAZZA LANZUISI; 1,SAN FELICE CIRCEO,C/O TORRE DEI TEMPLARI,4017.0,3477896233,-,zeiroberto@libero.it,41.2332483,13.0884448
56059,56,museo dell'Abate,,Non MIBACT,OMR,Rete urbana di Viterbo,,,,piazza dell'oratorio (San Martino al Cimino),,scriptorium dellAbbazia cistercense,1100.0,0761 379803,,,42.3693457,12.1250064
58096,58,CASTELLO BARONALE ORSINI-CESI DI SAN POLO DEI CAVALIERI,-,Non MIBACT,,,,,,via Santa Lucia; 4,-,-,10.0,774426133,774426249,amministrazione@energydi.it,42.009771,12.83867
58099,58,MUSEO NATURALISTICO DEL MONTE SORATTE,-,Non MIBACT,OMR,,,,,piazza Cavalieri Caccia,-,-,60.0,761578185,761578443,museodelmontesoratte@libero.it  museodelfiume@libero.it,,
58097,58,museo civico ARCHEOLOGICO,-,Non MIBACT,OMR,,,PROUST,,VIA DEL CASTELLO DI SANTA SEVERA,Santa Severa,Castello di Santa Severa,50.0,766570077,766570077,muspyrgi@tiscali.it,42.0165652,11.9574859
58097,58,Antiquarium di Pyrgi e Area Archeologica,-,MIBACT,,,,,,-,-,Castello di Santa Severa,58.0,766570194,766570194,sba-em@beniculturali.it,42.0335042,11.8536061
58097,58,museo del mare e della navigazione antica,www.museosantasevera.org,Non MIBACT,OMR,,,PROUST,,via del Castello; Aurelia S.S 1 Km. 52;600,Area archeologica di Pyrgi,Castello di Santa Severa,,0766 570077,,,,
58101,58,museo del tempo,www.tibursuperbum.it/ita/escursioni/saracinesco/MuseoTempo.htm,Non MIBACT,OMR,Sistema PRE.GIO,,,,centro storico e borgo (all'aperto),,,20.0,,,,42.0031174,12.9533471
58102,58,MUSEO ARCHEOLOGICO COMUNALE DI SEGNI,www.museosegni.it,Non MIBACT,OMR,Sistema dei Monti Lepini,,PROUST,,VIA LAURI; 1,-,Antico Palazzo della Comunità,37.0,697.260.072,697.260.072,info@museosegni.it,41.692865,13.0236699
59027,59,MUSEO DELLA STORIA DELLA CERAMICA,-,Non MIBACT,,,,,,CORSO GARIBALDI,-,PALAZZO CAETANI,4013.0,77330151,77330010,sermonetacultura@virgilio.it,41.548592,12.9873353
59027,59,MUSEO DIOCESANO D'ARTE SACRA - SEZIONE DI SERMONETA,-,Non MIBACT,OMR,,,MUSART,,PIAZZA SANTA MARIA; SNC,-,-,4010.0,7736986105,7736986111,beniculturali@diocesi.latina.it,,
59027,59,Abbazia di Valvisciolo,,Non MIBACT,OMR,,,MUSART,,via Badia; 14,monte Corvino,monastero cistercense,4013.0,0773 30013,,abbaziavalvisciolo@yahoo.it,41.5499705999999,12.9836868
60071,60,ESPOSIZIONE PERMANENTE DI COSTUMI TEATRALI,www.comune.serrone.fr.it,Non MIBACT,,,,,,PIAZZA PLEBISCITO,Serrone,Centro storico,3010.0,775523064,775523277,turismo.serrone@gmail.com,,
59028,59,MUSEO LEPINO DELLA CIVILTA' CONTADINA,-,Non MIBACT,,,,,,VIA PIEMONTE; 35,SEZZE SCALO,-,4018.0,773876154,773876154,alessandrodinorma@libero.it,41.495245,13.044572
59028,59,FORO APPIO,www.foroappiohotel.it,Non MIBACT,,,,,,VIA APPIA (KM 72;800); 5,Borgo Faiti,-,4010.0,773877434,773800247,info@foroappiohotel.it,41.4994158,13.0617578
59028,59,MUSEO ETNOGRAFICO DEL GIOCATTOLO TERRITORIALE,-,Non MIBACT,OMR,,,DEMOS,,VIA UMBERTO PRIMO; 46/48,-,LUDOTECA COMUNALE,4018.0,773803797,773803797,ludoteca@comune.sezze.lt.it,41.4994158,13.0617578
59028,59,Museo diocesano,,Non MIBACT,OMR,,,MUSART,,,Palazzo dei Canonici,,4018.0,0773 886358 - 0773 6986105,,archiviocapitolare@libero.it,,
59028,59,Museo etnografico del giocattolo LUDUS,www.comune.sezze.lt.it/pagina432_museo-del-giocattolo.html,Non MIBACT,OMR,Sistema dei Monti Lepini,,,,Via Umberto I 46/48,,Palazzo Rappini,4018.0,0773 8081.402- 339 7879255, 0773 808403,museinsieme.sezze@gmail.com,41.498302,13.060682
59029,59,MUSEO DELLE TERRE DI CONFINE,-,Non MIBACT,OMR,,,DEMOS,,VIA GIACOMO ANTONELLI; 1,Sonnino,-,4010.0,329 8880509,773908600,museoterrediconfine@gmail.com,41.4159786,13.2416047
60074,60,museo civico DELLA MEDIA VALLE DELL'IRI,www.comune.sora.fr.it,Non MIBACT,OMR,,,PROUST,,PIAZZA MAYER ROSS; SNC,SORA,-,3039.0,776833327,776833327,museo.sora@comune.sora.fr.it,41.7188539,13.6130491
59030,59,Museo Archeologico Nazionale e Area Archeologica,www.archeolz.arti.beniculturali.it,MIBACT,,,,,,Via Flacca; Km 16;300,-,-,4029.0,0771 548028,0771 548028,sba-laz.sperlonga@beniculturali.it,41.2259953,13.5152434
56049,56,MUSEO DEL PATRIMONIUM,www.comune.sutri.vt.it/,Non MIBACT,OMR,,,,,VIA DI PORTAVECCHIA 79,SUTRI,EX PALAZZO DELLA COMUNITA',1015.0,761600867,761601232,biblio@comune.sutri.vt.it,42.24107,12.224557
56049,56,Anfiteatro Romano,-,MIBACT,,,,,,Via Cassia; Km 49,-,-,1015.0,-,-,-,42.2439027,12.2185381
56050,56,COLLEZIONE GIUSEPPE CULTRERA - MUSEO DELLA CERAMICA; DELLA SOCIETA' TARQUINIENSE; D'ARTE E STORIA,-,Non MIBACT,,,,,,VIA DELLE TORRI; 31,-,-,1016.0,766858194,766858194,tarquiniense@gmail.com,42.2542007,11.7572723
56050,56,MUSEO DIOCESANO DI CIVITAVECCHIA-TARQUINIA,-,Non MIBACT,,,,,,VIA ROMA; 11,-,-,1015.0,766840843,-,insolera.giovanni@libero.it,42.2526725,11.7565495
56050,56,Museo Archeologico Nazionale,htpp//:etruriameridionale.beniculturali.it/index.php?it/132/museo-archeologico-nazionale-tarquiniense,MIBACT,,,,,,Piazza Cavour; 2,Centro Storico,-,1016.0,0761 856036,-,-,42.2535581,11.7556559
56050,56,Necropoli,htpp//:etruriameridionale.beniculturali.it/index.php?it/201/descrizione,MIBACT,,,,,,Via Ripagretta; snc,Calvario,-,1016.0,0766 856308,-,-,42.2541845999999,11.7575684
59032,59,museo civico ARCHEOLOGICO 'PIO CAPPONI',-,Non MIBACT,OMR,,,PROUST,,PIAZZA DEL MUNICIPIO; SNC,-,PALAZZO COMUNALE - TORRE FRUMENTARIA,4019.0,0773707313  07737072,773707278,direttoremuseo@comune.terracina.lt.it,41.2963728,13.2332657
58104,58,MUSEO DIDATTICO DEL LIBRO ANTICO,www.mdbr.it,Non MIBACT,OMR,,,,,PIAZZA TRENTO; 1,Tivoli,VILLA D'ESTE,19.0,641204709,641204709,associazionefannius@gmail.com,41.9627603,12.7976986
58104,58,Villa d'Este,www.villadestetivoli.info,MIBACT,,,,,,Piazza Trento; 5,-,-,19.0,774312070,0774 318080,villadestetivoli@tiscalinet.it,41.962238,12.7969449
58104,58,Area Archeologica di Villa Adriana,www.villaadriana.beniculturali.it,MIBACT,,,,,,Largo Marguerite Yourcenar; 1,Villa Adriana,-,10.0,0774 530203,0774 531979,villaadriana@beniculturali.it,41.959817,12.8022261
57068,57,MUSEO MARIA PETRUCCI,www.mariapetrucci.it,Non MIBACT,,,,,,VIA DELLA ROCCA; 21,-,-,2039.0,765326248,765326248,petruccimaria@gmail.com,42.212187,12.752795
58105,58,museo civico ARCHEOLOGICO,-,Non MIBACT,,,,,,LARGO 15 MARZO 1799; SNC,-,EX CONVENTO DEI PADRI AGOSTINIANI,59.0,76692127,7669390243,museotolfa@tiscali.it,42.1497058,11.9380648
60080,60,museo archeologico “Domenico Antonio Pierantoni”,,Non MIBACT,OMR,Sistema PRE.GIO,,,,via Eresio Fertore,,Castello Caetani,3010.0,,,,,
58107,58,museo civico ETRUSCO-ROMANO,www.trevignanoromano.it,Non MIBACT,OMR,,,,,PIAZZA VITTORIO EMANUELE III; 1,-,PALAZZO COMUNALE,69.0,6999120201,69999848,museocivico@trevignanoromano.it,42.1562875,12.2456017
56052,56,RACCOLTA DI MONTEBELLO DEL MAESTRO GIUSEPPE CESETTI,-,Non MIBACT,,,,,,CENTRO STRADA MONTEBELLO; 3,-,-,1017.0,761442695,-,-,42.3550533,11.8011922
56052,56,Chiesa San Pietro,-,MIBACT,,,,,,-,Località Tuscania,-,1017.0,-,-,-,,
